RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_PUPIL,condition,category,img_name,expected,Button_Press,Correct,Button_pressed_time,Time_on_Display,RT
s2_bot,234,1,20,184,236,138,848.0,present,bottle,000000489735.jpg,7,7,1,1294233.0,1293454.11442,778
s2_bot,234,2,259,138,231,57,844.0,present,bottle,000000489735.jpg,7,7,1,1294233.0,1293454.11442,778
s2_bot,234,3,442,388,313,55,1107.0,present,bottle,000000489735.jpg,7,7,1,1294233.0,1293454.11442,778
s2_bot,234,4,858,140,335,52,1308.0,present,bottle,000000489735.jpg,7,7,1,1294233.0,1293454.11442,778
s2_bot,234,5,1048,300,331,18,1402.0,present,bottle,000000489735.jpg,7,7,1,1294233.0,1293454.11442,778
s2_bot,235,1,16,5,247,143,912.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,2,27,224,246,128,934.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,3,304,95,245,68,948.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,4,449,46,354,51,1009.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,5,597,254,69,110,1217.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,6,891,350,72,146,1402.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,235,7,1256,390,79,155,1556.0,present,bottle,000000520077.jpg,7,7,1,1297010.0,1295922.70842,1087
s2_bot,236,1,7,16,257,160,906.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,2,57,270,256,123,945.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,3,368,187,196,147,1002.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,4,591,159,172,189,1193.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,5,775,207,147,184,1330.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,6,1012,230,189,191,1340.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,7,1301,125,319,187,1301.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,8,1490,159,148,169,1249.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,236,9,1669,98,142,155,1148.0,present,bottle,000000350953.jpg,7,7,1,1300030.0,1298824.97642,1205
s2_bot,237,1,7,35,255,159,806.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,2,69,268,236,145,841.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,3,394,171,386,150,866.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,4,605,66,449,147,1028.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,5,750,188,229,84,1249.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,6,1001,205,125,139,1319.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,7,1253,350,61,159,1404.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,8,1630,201,46,177,1490.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,9,1868,64,30,232,1546.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,10,2009,91,200,246,1622.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,11,2159,244,302,162,1500.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,12,2454,160,239,154,1410.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,237,13,2667,119,310,135,1533.0,absent,bottle,000000185698.jpg,6,6,1,1303950.0,1301727.24342,2222
s2_bot,238,1,7,229,228,152,924.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,2,300,129,261,41,836.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,3,485,200,396,34,944.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,4,707,226,407,17,1123.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,5,992,171,284,29,1329.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,6,1217,160,355,54,1398.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,7,1451,119,191,33,1455.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,8,1627,233,75,49,1490.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,9,1885,255,54,31,1574.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,10,2160,369,53,18,1683.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,11,2562,707,61,53,1931.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,12,3310,227,68,86,2179.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,238,13,3585,575,58,18,2232.0,absent,bottle,000000469671.jpg,6,7,0,1309384.0,1305780.39742,3603
s2_bot,239,1,7,23,254,160,953.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,2,56,221,241,143,949.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,3,342,67,106,113,882.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,4,497,150,402,85,948.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,5,673,480,416,56,986.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,6,1179,277,450,41,1181.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,239,7,1510,370,426,121,1343.0,absent,bottle,000000197053.jpg,6,7,0,1312468.0,1311101.22042,1366
s2_bot,240,1,7,239,221,125,933.0,absent,bottle,000000198421.jpg,6,6,1,1314963.0,1314253.68442,709
s2_bot,240,2,312,296,232,53,940.0,absent,bottle,000000198421.jpg,6,6,1,1314963.0,1314253.68442,709
s2_bot,240,3,646,188,221,16,1112.0,absent,bottle,000000198421.jpg,6,6,1,1314963.0,1314253.68442,709
s2_bot,240,4,914,293,419,34,1211.0,absent,bottle,000000198421.jpg,6,6,1,1314963.0,1314253.68442,709
s2_bot,241,1,9,224,253,106,949.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,2,282,129,199,69,924.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,3,467,205,247,177,1144.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,4,777,137,474,168,1273.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,5,975,172,475,113,1237.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,6,1212,186,417,263,1286.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,7,1439,167,345,262,1418.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,8,1674,144,178,205,1429.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,241,9,1867,47,121,163,1285.0,absent,bottle,000000091130.jpg,6,6,1,1318119.0,1316772.32642,1346
s2_bot,242,1,7,18,256,159,916.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,2,62,191,260,120,909.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,3,311,120,381,87,910.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,4,484,139,432,28,963.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,5,721,314,170,46,1233.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,6,1061,121,146,62,1307.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,242,7,1239,473,258,115,1425.0,absent,bottle,000000479858.jpg,6,6,1,1323090.0,1321943.03042,1146
s2_bot,243,1,7,35,258,162,863.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,2,69,192,243,133,875.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,3,333,111,151,95,827.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,4,483,205,105,110,968.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,5,765,219,288,23,1179.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,6,1071,204,467,114,1276.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,7,1349,210,292,25,1376.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,8,1634,217,300,159,1498.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,243,9,1900,141,240,134,1443.0,absent,bottle,000000158333.jpg,6,6,1,1326375.0,1324895.32242,1479
s2_bot,244,1,7,248,240,132,807.0,present,bottle,000000346638.jpg,7,7,1,1328834.0,1328114.50842,719
s2_bot,244,2,308,157,388,130,839.0,present,bottle,000000346638.jpg,7,7,1,1328834.0,1328114.50842,719
s2_bot,244,3,516,224,391,213,1043.0,present,bottle,000000346638.jpg,7,7,1,1328834.0,1328114.50842,719
s2_bot,244,4,773,170,372,228,1226.0,present,bottle,000000346638.jpg,7,7,1,1328834.0,1328114.50842,719
s2_bot,244,5,965,312,364,227,1332.0,present,bottle,000000346638.jpg,7,7,1,1328834.0,1328114.50842,719
s2_bot,245,1,7,66,253,162,893.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,2,91,238,250,144,963.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,3,379,141,221,209,1027.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,4,577,144,142,220,1188.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,5,766,209,80,227,1224.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,6,997,186,89,234,1250.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,7,1218,209,86,204,1283.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,8,1456,181,64,227,1268.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,245,9,1663,291,83,208,1286.0,present,bottle,000000501138.jpg,7,7,1,1331970.0,1330583.10842,1386
s2_bot,246,1,7,34,256,161,852.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,2,66,147,244,148,856.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,3,290,150,144,56,807.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,4,483,188,128,15,956.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,5,764,445,376,51,1233.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,6,1232,440,381,38,1366.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,7,1699,410,407,38,1481.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,246,8,2135,278,380,49,1690.0,absent,bottle,000000432035.jpg,6,6,1,1336168.0,1334219.28442,1948
s2_bot,247,1,9,284,259,148,837.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,2,359,158,273,55,879.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,3,585,156,192,171,1133.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,4,803,99,77,136,1191.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,5,999,197,398,196,1254.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,6,1220,222,386,174,1184.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,247,7,1491,213,345,223,1300.0,absent,bottle,000000300705.jpg,6,6,1,1339122.0,1337905.49142,1216
s2_bot,248,1,9,246,244,124,895.0,present,bottle,000000307814.jpg,7,7,1,1341871.0,1340957.87542,913
s2_bot,248,2,292,138,235,183,949.0,present,bottle,000000307814.jpg,7,7,1,1341871.0,1340957.87542,913
s2_bot,248,3,497,83,393,201,1037.0,present,bottle,000000307814.jpg,7,7,1,1341871.0,1340957.87542,913
s2_bot,248,4,617,869,442,234,1280.0,present,bottle,000000307814.jpg,7,7,1,1341871.0,1340957.87542,913
s2_bot,249,1,23,182,253,146,857.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,2,246,137,304,122,895.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,3,458,189,392,75,1016.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,4,677,37,422,74,1107.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,5,829,329,108,109,1279.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,6,1262,318,410,75,1438.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,249,7,1635,235,334,127,1590.0,absent,bottle,000000206841.jpg,6,6,1,1345130.0,1343826.79142,1303
s2_bot,250,1,13,217,243,119,910.0,absent,bottle,000000553401.jpg,6,6,1,1347865.0,1347179.40942,685
s2_bot,250,2,273,977,291,88,1218.0,absent,bottle,000000553401.jpg,6,6,1,1347865.0,1347179.40942,685
s2_bot,251,1,7,20,270,160,873.0,present,bottle,000000433505.jpg,7,7,1,1351830.0,1349581.27142,2248
s2_bot,251,2,61,284,264,128,940.0,present,bottle,000000433505.jpg,7,7,1,1351830.0,1349581.27142,2248
s2_bot,251,3,394,121,302,169,949.0,present,bottle,000000433505.jpg,7,7,1,1351830.0,1349581.27142,2248
s2_bot,251,4,592,297,128,195,1190.0,present,bottle,000000433505.jpg,7,7,1,1351830.0,1349581.27142,2248
s2_bot,251,5,914,1897,120,203,1545.0,present,bottle,000000433505.jpg,7,7,1,1351830.0,1349581.27142,2248
s2_bot,252,1,9,250,258,147,854.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,252,2,317,68,257,79,872.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,252,3,466,147,495,42,886.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,252,4,637,187,476,28,1046.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,252,5,835,210,476,25,1151.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,252,6,1061,387,470,18,1265.0,present,bottle,000000166375.jpg,7,7,1,1354416.0,1353534.36242,881
s2_bot,253,1,7,25,256,161,805.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,2,59,206,234,143,831.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,3,313,132,350,146,786.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,4,482,156,412,178,932.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,5,692,212,329,141,1155.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,6,957,497,350,215,1281.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,253,7,1502,155,262,184,1314.0,present,bottle,000000341437.jpg,7,7,1,1357321.0,1356219.79042,1101
s2_bot,254,1,20,291,240,146,887.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,2,385,189,291,65,964.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,3,625,269,338,12,1100.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,4,938,235,402,13,1190.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,5,1198,81,388,14,1250.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,6,1357,200,243,120,1451.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,7,1627,215,126,74,1489.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,8,1895,153,69,127,1553.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,9,2117,253,235,31,1699.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,10,2452,436,68,162,1754.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,254,11,2965,62,217,202,1722.0,present,bottle,000000060360.jpg,7,7,1,1361568.0,1359105.38142,2462
s2_bot,255,1,7,18,255,160,801.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,2,43,247,241,157,835.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,3,337,141,147,181,833.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,4,505,250,112,172,919.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,5,810,261,109,265,962.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,6,1086,87,114,271,992.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,255,7,1233,308,262,186,1023.0,present,bottle,000000580942.jpg,7,7,1,1364233.0,1363258.62242,974
s2_bot,256,1,7,56,257,162,852.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,256,2,87,124,245,152,882.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,256,3,246,329,252,123,944.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,256,4,623,211,173,113,1142.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,256,5,861,162,170,80,1210.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,256,6,1072,464,146,121,1326.0,present,bottle,000000024823.jpg,7,7,1,1366971.0,1366010.77942,960
s2_bot,257,1,7,331,256,159,1009.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,257,2,383,121,316,125,962.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,257,3,571,129,135,129,1126.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,257,4,796,291,438,146,1334.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,257,5,1112,418,462,156,1445.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,257,6,1601,162,365,107,1580.0,present,bottle,000000030947.jpg,7,7,1,1370577.0,1369313.34842,1263
s2_bot,258,1,7,39,259,163,855.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,2,81,149,242,142,890.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,3,278,161,171,104,871.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,4,581,253,347,153,1113.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,5,882,140,301,142,1193.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,6,1052,154,315,155,1227.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,258,7,1243,197,357,152,1206.0,absent,bottle,000000547630.jpg,6,6,1,1373148.0,1372265.66242,882
s2_bot,259,1,7,265,263,132,835.0,present,bottle,000000300571.jpg,7,7,1,1375953.0,1374901.06242,1051
s2_bot,259,2,338,163,147,87,867.0,present,bottle,000000300571.jpg,7,7,1,1375953.0,1374901.06242,1051
s2_bot,259,3,543,87,127,65,989.0,present,bottle,000000300571.jpg,7,7,1,1375953.0,1374901.06242,1051
s2_bot,259,4,688,174,90,152,1136.0,present,bottle,000000300571.jpg,7,7,1,1375953.0,1374901.06242,1051
s2_bot,259,5,883,738,84,135,1180.0,present,bottle,000000300571.jpg,7,7,1,1375953.0,1374901.06242,1051
s2_bot,260,1,10,216,253,124,973.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,2,265,114,300,149,919.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,3,422,201,377,166,1039.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,4,648,192,388,178,1202.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,5,867,153,353,182,1325.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,6,1074,266,230,182,1313.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,7,1399,175,368,83,1136.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,8,1598,108,357,69,1099.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,9,1778,137,194,164,1173.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,10,1944,204,153,186,1266.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,11,2189,256,120,184,1141.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,12,2487,191,66,198,1130.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,13,2700,111,57,205,1190.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,14,2864,227,136,173,1360.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,15,3113,151,146,180,1447.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,16,3325,192,257,194,1397.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,17,3550,151,221,204,1290.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,18,3736,97,202,186,1257.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,19,3877,267,277,157,1218.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,20,4168,197,258,167,1204.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,21,4402,260,301,174,1280.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,22,4720,280,421,187,1270.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,23,5054,214,384,274,1361.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,24,5330,232,260,260,1518.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,25,5595,188,239,261,1551.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,26,5845,132,107,272,1598.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,27,6039,168,84,165,1504.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,28,6237,147,59,190,1425.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,29,6434,128,142,134,1570.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,260,30,6586,196,147,104,1664.0,absent,bottle,000000491098.jpg,6,6,1,1384357.0,1378003.48142,6353
s2_bot,261,1,9,247,240,130,938.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,2,288,40,207,148,960.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,3,388,267,376,136,1036.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,4,702,95,386,187,1251.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,5,873,157,192,147,1421.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,6,1068,210,143,134,1434.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,7,1323,214,189,132,1521.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,8,1563,205,211,135,1573.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,9,1828,144,123,117,1558.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,10,2005,199,89,153,1544.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,261,11,2262,150,95,89,1542.0,present,bottle,000000316561.jpg,7,7,1,1388264.0,1386243.25242,2020
s2_bot,262,1,7,216,235,141,863.0,absent,bottle,000000383873.jpg,6,6,1,1390638.0,1389979.49242,658
s2_bot,262,2,274,173,338,102,824.0,absent,bottle,000000383873.jpg,6,6,1,1390638.0,1389979.49242,658
s2_bot,262,3,493,308,417,96,1019.0,absent,bottle,000000383873.jpg,6,6,1,1390638.0,1389979.49242,658
